id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
T-yOH-18mOA;UCUGkSxaVP_65NyK8fUqPRIg;BANA B?R MASAL ANLAT BABA ! | RESIDENT EVIL 7 TÜRKÇE BÖLÜM 4;Easter GamersTv
sS1I9XYmmAk;UCOYxetieucGqN2PUkoKC-Ag;RESIDENT EVIL 7 #01 | Je flippe en live !;Frigiel
r1dlyhlpqLU;UCdRx6BjmUwdP7pfGIYPRHaQ;EL PRIMER BOSS - Resident Evil 7 - EP3;alexelcapo
7jGKyKUsO-k;UC7A4aaZyn6T0mERWZIkdpPA;Resident Evil 7 Get to Old House Save Point Get Burner Grip;ENM Gaming
49W4mnKJqu0;UC7UUrKshr-x0a5rqa4qxzrQ;RESIDENT EVIL 7 - #8 - FESTINHA MUITO LOUCA!!   [LEGENDADO EM PORTUGUÊS;SINXPLAYSBR
nUxVR3B_Ggk;UCyZPowdAaY-rOf0_S7RBlrA;?? RESIDENT EVIL 7 ™ - JOGO COMPLETO - FINAL BOM;? VictorKratos ?
RC2lKhjzTow;UCvBsIqm0tKrrcqs6MviGLDw;Resident Evil 7 Get Burner Nozzle Make Flame Thrower;TheGamesEntertainer
ZvHdXiKhp0s;UCBkU9fZdktINJVf7ieSwGFQ;How to Kill Daddy | Resident Evil 7 | Part 3;Adam Campbell
VgpUMm0lum0;UCCC3dmyk6DAJsP9zDaDth6Q;Resident Evil 7 — ???????? ???????;OfficialGamesMailRu
U2x68IHcQT8;UCS1i9Q9g_ZyzxqZDLZVf0CA;Resident Evil 7 - 07 Explore the yard - You ain't getting away;Tomoch
CGCSEoKXin8;UCGH4Wx-WL10iB4ZAdewkuDw;Resident Evil 7 Completo! Venha ver a gente fechar o game em 9 horas;Adrenaline
K_C7aVsJjr8;UCCbfB3cQtkEAiKfdRQnfQvw;Scary Game Squad: Resident Evil 7 [Part 2] - Mommy Dearest;Jesse Cox
Y5YIrpr7cS4;UCFBcrywVNeUOqtJgGhPEvQg;??????? ?????? ??????! - Resident Evil 7 #4;TheBrainDit
XWZWCNc7zL8;UCZBneXDBkRa1alb03n29Oag;Resident Evil 7 - All Inventory Space Upgrade Locations;GamerForEternity
