id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
8w94glP-nBc;UCdRx6BjmUwdP7pfGIYPRHaQ;PUZZLES INGENIOSOS - Resident Evil 7 - EP 7;alexelcapo
dPlrxa1SQ1o;UCJ3xh09n4he5R5-2lP1IuMg;RESIDENT EVIL 7 Flame Thrower - BURNER;Fast Games Solutions
NV_XXHmyBIs;UCSdtOdKUutiZUcFNqNwRQjg;Resident Evil 7 | The Boat House | Madhouse Walkthrough Playthrough [Jack Baker Eye Monster Fight];PersNikity
4-CyrgXqu6g;UCBJ4RpQPQutOnWcqiooL9eQ;ISIONGELMIA (Resident Evil 7);LaeppaVika
_xPklMpVN_g;UCKj3X0Q5R9h_LILoP_LAJ3A;RESIDENT EVIL 7 biohazard - GLITCH off of map;Joshvictus
Vi7qVqUuQYY;UCGfDshW8jPkjAmh1P38tGDQ;Resident Evil 7 Dificultad MANICOMIO | Parte 1 en Español | Campaña Completa;rameCadenas
RA4xriHfs_I;UCY8iijN1AkyDCh1Z9akcqUA;RESIDENT EVIL 7 - #15: FINAL - História INCRÍVEL!!;funkyblackcat
DQSYTZb8bEY;UCpIKyI7QGpbR-AUudtNWj4A;RESIDENT EVIL 7 - A HISTÓRIA DE EVELINE! (ORIGEM, CURIOSIDADES);Universo Paralelo
rO3U6knXYuw;UCam8T03EOFBsNdR0thrFHdQ;RESIDENT EVIL 7 - NIÑA MISTERIOSA #5;VEGETTA777
NZmBV2Rgw_w;UCYJ61XIK64sp6ZFFS8sctxw;GYROSMANN ist BÖÖÖSE! ?? RESIDENT EVIL 7 #005;Gronkh
KVJV3iCTDac;UC7xYS30lwFpT6mr07Qz6zRw;"Resident Evil 7: Biohazard | En Español | Capitulo 6 ""La casa junto al agua""";RicharBetaCode
78wcC24_ph4;UCb2e0ddz50K0aldWrkjcXNA;RESIDENT EVIL 7 | Capítulo 5 | SEGUNDO BOSS... Más fea y no nace...;Gaming4GamersTV
hYCRIqtpGUg;UC_c01No6K3fhgPafCUzEf6w;Resident Evil 7 #1 Zesrali jsme se všichni!;FattyPillowTV
YJK1-WrkTd8;UCc_gMV4N9vJtpy7GcMUHaVw;RESIDENT EVIL 7 #4: BÀ THA CHO CHÁU, CHÁU CH?A R?I !!!;Tr?c Ti?p Game
9tfaCe2kOuU;UCI0LNmSlhS-H9mGNPWM8gzQ;RESIDENT EVIL 7 : L'ultime défi - LET'S PLAY FR #7;At0mium
VYY3l4WRdi4;UCsB0LwkHPWyjfZ-JwvtwEXw;Let's Watch - Resident Evil 7: Biohazard Part 2;Achievement Hunter
chlgsZy9kgY;UCYLtdpKKvlzXe4ifcBU3cjw;SOS RE LINDA, PERO MORITE - RESIDENT EVIL 7 #1;LMDShow
_GkdEOGefKw;UCxkW3r7teHDhlXnUvrBf_KA;Segunda planta de la casa vieja | RESIDENT EVIL 7 biohazard (VR);DigitalWar
vFl97mnf5rs;UC7UUrKshr-x0a5rqa4qxzrQ;"RESIDENT EVIL 7 - É POSSIVEL SALVAR O ""AMIGO"" DO LUCAS? Puzzle Feliz Aniversario";SINXPLAYSBR
jRCWZcJXRBA;UCY8iijN1AkyDCh1Z9akcqUA;RESIDENT EVIL 7 - #13: Revelações no Navio Fantasma;funkyblackcat
hROC8wXkd7I;UC7I9vRncx1-vox41l1A0ACQ;RESIDENT EVIL 7 #7 | LIMPEI A CAVE MAS NÃO ACABOU  (PS4 Pro);RicFazeres
SRaBNlT1QIk;UC1BIOZPjE3lYa2s3ZT1kYaA;TERVETULOA PERHEESEEN | Resident Evil 7 - Jakso 2;Lakko
V482rxxVXpU;UC2Fd1x98mXZ_TqUyXxqv4Wg;RESIDENT EVIL 7 (Madhouse) Defeating 2 Fat Molded Infected;Joey Mac
CNaDMg7DPto;UCGI2ppgYx4i3nwHMl8eGnBQ;RESIDENT EVIL VII w/ Josh and Can;JustKiddingGamer
EbYg_srRH_4;UCkXzQ_CnSfD2T577RwdcOVw;¿Qué pasa si salvas a Zoe en RESIDENT EVIL 7? (BONUS);Jano Juega
WUCO-UTrqwM;UCvBsIqm0tKrrcqs6MviGLDw;Resident Evil 7 Get the Fuse to Open 1F Door on Ship;TheGamesEntertainer
Gh878yNDR8A;UCp63hPajo9Z7EEFpN9JYuMA;El Nuevo Monstruo del Sótano! - Resident Evil 7 BIOHAZARD #4;Xodaaaa
w6if6_uw6rM;UCYiGq8XF7YQD00x7wAd62Zg;TENGO QUE JUGARLO TODO DE NUEVO??!! | Resident Evil 7 - Parte 4;JuegaGerman
