id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
cXiNrmGwG_E;UCFBcrywVNeUOqtJgGhPEvQg;?? ??? ?? ????????! (DLC) - Resident Evil 7;TheBrainDit
cueOjS5He9g;UCuVIWETFdxzwlHEHMbhm2_w;Resident Evil 7 Banned Footage Vol.1 : A Primeira Meia Hora (DLC);Zangado
BgUvHdAKzdU;UCKLkW1hXwv9603DsBw-s_vA;Már közel a vég | Resident Evil 7;BTURBO
MCGKwMZl7vU;UCNBFVRMaGirbTYYhnp6CWXA;Resident Evil 7 | NUEVO DLC Bedroom (El Dormitorio) | Historia Completa;Theslayer360
Riw_N3jVXJs;UCJ8GQ_SNb-33m_BluT4TTlw;Resident Evil 7 - DLC GRAVAÇÃO PROIBIDA VOL. 1 ( O Quarto ) PUZZLE IRADO!;MaxMRM GAMEPLAY
MFreUQuMhyY;UCKmlxQVs0vHtaLldRIQ8lsA;RESIDENT EVIL 7: EL GRAN FINAL - #7;iTownGamePlay - Tu canal para ser feliz
MAnWPVWxxwM;UCUGkSxaVP_65NyK8fUqPRIg;[ F?NAL ] ?Y? VE KÖTÜ SON | RESIDENT EVIL 7 TÜRKÇE BÖLÜM 12;Easter GamersTv
BwRorOlTruE;UC1BIOZPjE3lYa2s3ZT1kYaA;VAIKEIN KOHTA TÄHÄN MENNESSÄ | Resident Evil 7 - Jakso 5;Lakko
EwXyYvj55pk;UCUGkSxaVP_65NyK8fUqPRIg;B?R KAPI KAPANIR D??ER? AÇILIR ! | RESIDENT EVIL 7 TÜRKÇE BÖLÜM 11;Easter GamersTv
tPI1DI_o0iI;UCG0HA4uyuuzPzeq_US_ywVg;EFSANE F?NAL (Resident Evil 7 Biohazard);Enes Batur
qQvntBKSooc;UC5S0zPiz9-zZJ6WTV3YfE9w;Alternatives Ende – Zoe heilen – RESIDENT EVIL 7 Gameplay German Part 18 – Lets Play RE VII Deutsch;Dave Gaming
k6Sai7V5olM;UCsB0LwkHPWyjfZ-JwvtwEXw;Let's Watch - Resident Evil 7: Biohazard Part 3;Achievement Hunter
7mS4194Ow18;UCYufxNN4JYBVQ7zL1Khb7sQ;A V(é)R kötelez - Resident Evil 7 | Bemutató;Otherworld
zseOCYs0GVo;UCjgirfp1BeeM98AxxyKXolA;Resident Evil 7: Biohazard [PS4/PSVR/XBO/PC] -- recenzja;arhn.eu
1nIChY1DcGc;UC_eA572lBzVkpXhoeWnqSKQ;RESIDENT EVIL 7: BELLO PERÒ VAFFANC...;Quei Due Sul Server
